Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
State_id  ,YEAR  ,Month  ,CPRECIP (in),PRECIP (in) 
'417945',1967,6,6.03,0.01 
'417945',1967,7,8.15,2.12 
'417945',1967,8,11.32,3.17 
'417945',1967,9,22.48,11.16 
'417945',1967,10,24.48,2 
'417945',1967,11,27.9,3.42 
'417945',1967,12,29.29,1.39 
'417945',1968,1,8.52,8.52 
'417945',1968,2,10.37,1.85 
'417945',1968,3,11.64,1.27 
'417945',1968,4,13.57,1.93 
'417945',1968,5,16.39,2.82 
'417945',1968,6,19.02,2.63 
'417945',1968,7,20.55,1.53 
'417945',1968,8,21.49,0.94 
'417945',1968,9,24.47,2.98 
'417945',1968,10,25.16,0.69 
'417945',1968,11,29.74,4.58 
'417945',1968,12,30.4,0.66 
'417945',1969,1,1.76,1.76 
'417945',1969,2,4.66,2.9 
'417945',1969,3,7.01,2.35 
'417945',1969,4,9.47,2.46 
'417945',1969,5,14.08,4.61 
'417945',1969,6,16.4,2.32 
'417945',1969,7,16.76,0.36 
'417945',1969,8,20.95,4.19 
'417945',1969,9,22.27,1.32 
'417945',1969,10,28.12,5.85 
'417945',1969,11,29.14,1.02 
'417945',1969,12,31.42,2.28 
'417945',1970,1,1.1,1.1 
'417945',1970,2,3.77,2.67 
'417945',1970,3,5.75,1.98 
'417945',1970,4,6.88,1.13 
'417945',1970,5,14.18,7.3 
'417945',1970,6,15.07,0.89 
'417945',1970,7,15.98,0.91 
'417945',1970,8,16.93,0.95 
'417945',1970,9,21.28,4.35 
'417945',1970,10,22.59,1.31 
'417945',1970,11,22.6,0.01 
'417945',1970,12,22.75,0.15 
'417945',1971,1,0.04,0.04 
'417945',1971,2,0.85,0.81 
'417945',1971,3,0.89,0.04 
'417945',1971,4,2.28,1.39 
'417945',1971,5,3.8,1.52 
'417945',1971,6,6.54,2.74 
'417945',1971,7,7.6,1.06 
'417945',1971,8,17.03,9.43 
'417945',1971,9,21.6,4.57 
'417945',1971,10,26.22,4.62 
'417945',1971,11,28.96,2.74 
'417945',1971,12,31.82,2.86 
'417945',1972,1,1.35,1.35 
'417945',1972,2,1.75,0.4 
'417945',1972,3,1.88,0.13 
'417945',1972,4,3.82,1.94 
'417945',1972,5,15.06,11.24 
'417945',1972,6,17.92,2.86 
'417945',1972,7,21.05,3.13 
'417945',1972,8,25.29,4.24 
'417945',1972,9,26.69,1.4 
'417945',1972,10,28.68,1.99 
'417945',1972,11,31.05,2.37 
'417945',1972,12,31.49,0.44 
'417945',1973,1,2.77,2.77 
'417945',1973,2,5.54,2.77 
'417945',1973,3,7.12,1.58 
'417945',1973,4,12.54,5.42 
'417945',1973,5,15.27,2.73 
'417945',1973,6,25.71,10.44 
'417945',1973,7,32.62,6.91 
'417945',1973,8,33.91,1.29 
'417945',1973,9,47,13.09 
'417945',1973,10,51.85,4.85 
'417945',1973,11,52.15,0.3 
'417945',1973,12,52.31,0.16 
'417945',1974,1,1.37,1.37 
'417945',1974,2,1.41,0.04 
'417945',1974,3,2.35,0.94 
'417945',1974,4,4.54,2.19 
'417945',1974,5,8.82,4.28 
'417945',1974,6,9.84,1.02 
'417945',1974,7,11.12,1.28 
'417945',1974,8,22.27,11.15 
'417945',1974,9,26.12,3.85 
'417945',1974,10,30.21,4.09 
'417945',1974,11,35.6,5.39 
'417945',1974,12,37.03,1.43 
'417945',1975,1,1.04,1.04 
'417945',1975,2,4.34,3.3 
'417945',1975,3,4.86,0.52 
'417945',1975,4,7.55,2.69 
'417945',1975,5,14.47,6.92 
'417945',1975,6,19.07,4.6 
'417945',1975,7,20.14,1.07 
'417945',1975,8,21.42,1.28 
'417945',1975,9,21.93,0.51 
'417945',1975,10,24.19,2.26 
'417945',1975,11,24.22,0.03 
'417945',1975,12,25.7,1.48 
'417945',1976,1,0.56,0.56 
'417945',1976,2,0.69,0.13 
'417945',1976,3,1.89,1.2 
'417945',1976,4,7.56,5.67 
'417945',1976,5,13.36,5.8 
'417945',1976,6,14.97,1.61 
'417945',1976,7,20.36,5.39 
'417945',1976,8,22.45,2.09 
'417945',1976,9,26.24,3.79 
'417945',1976,10,34.72,8.48 
'417945',1976,11,37.18,2.46 
'417945',1976,12,39.14,1.96 
'417945',1977,1,3.09,3.09 
'417945',1977,2,4,0.91 
'417945',1977,3,4.88,0.88 
'417945',1977,4,13.68,8.8 
'417945',1977,5,15.31,1.63 
'417945',1977,6,17.57,2.26 
'417945',1977,7,17.67,0.1 
'417945',1977,8,17.73,0.06 
'417945',1977,9,19.84,2.11 
'417945',1977,10,23.31,3.47 
'417945',1977,11,29.32,6.01 
'417945',1977,12,29.64,0.32 
'417945',1978,1,0.69,0.69 
'417945',1978,2,2.45,1.76 
'417945',1978,3,4.16,1.71 
'417945',1978,4,7.78,3.62 
'417945',1978,5,10.23,2.45 
'417945',1978,6,14.19,3.96 
'417945',1978,7,15.62,1.43 
'417945',1978,8,20.59,4.97 
'417945',1978,9,29.44,8.85 
'417945',1978,10,29.99,0.55 
'417945',1978,11,34.9,4.91 
'417945',1978,12,35.99,1.09 
'417945',1979,1,4.08,4.08 
'417945',1979,2,5.46,1.38 
'417945',1979,3,9.02,3.56 
'417945',1979,4,14.36,5.34 
'417945',1979,5,16.34,1.98 
'417945',1979,6,21.93,5.59 
'417945',1979,7,29.32,7.39 
'417945',1979,8,31.41,2.09 
'417945',1979,9,32.27,0.86 
'417945',1979,10,32.38,0.11 
'417945',1979,11,33.81,1.43 
'417945',1979,12,36.67,2.86 
'417945',1980,1,0.72,0.72 
'417945',1980,2,1.47,0.75 
'417945',1980,3,2.45,0.98 
'417945',1980,4,4.12,1.67 
'417945',1980,5,10.55,6.43 
'417945',1980,6,11.07,0.52 
'417945',1980,7,11.33,0.26 
'417945',1980,8,13.97,2.64 
'417945',1980,9,19.03,5.06 
'417945',1980,10,20.12,1.09 
'417945',1980,11,23.65,3.53 
'417945',1980,12,24.26,0.61 
'417945',1981,1,2.06,2.06 
'417945',1981,2,3.02,0.96 
'417945',1981,3,4.98,1.96 
'417945',1981,4,7.19,2.21 
'417945',1981,5,13.62,6.43 
'417945',1981,6,22.33,8.71 
'417945',1981,7,22.58,0.25 
'417945',1981,8,25,2.42 
'417945',1981,9,26.36,1.36 
'417945',1981,10,34.97,8.61 
'417945',1981,11,35.69,0.72 
'417945',1981,12,36.38,0.69 
'417945',1982,1,0.73,0.73 
'417945',1982,2,2.01,1.28 
'417945',1982,3,2.7,0.69 
'417945',1982,4,3.93,1.23 
'417945',1982,5,10.36,6.43 
'417945',1982,6,11.73,1.37 
'417945',1982,7,11.87,0.14 
'417945',1982,8,12.42,0.55 
'417945',1982,9,13.29,0.87 
'417945',1982,10,16.13,2.84 
'417945',1982,11,20.68,4.55 
'417945',1982,12,22.99,2.31 
'417945',1983,1,1.48,1.48 
'417945',1983,2,3.02,1.54 
'417945',1983,3,6.92,3.9 
'417945',1983,4,7.11,0.19 
'417945',1983,5,11.49,4.38 
'417945',1983,6,12.77,1.28 
'417945',1983,7,15.2,2.43 
'417945',1983,8,17.2,2 
'417945',1983,9,21.06,3.86 
'417945',1983,10,22.7,1.64 
'417945',1983,11,25.77,3.07 
'417945',1983,12,26.16,0.39 
'417945',1984,1,1.87,1.87 
'417945',1984,2,2.41,0.54 
'417945',1984,3,4.32,1.91 
'417945',1984,4,4.43,0.11 
'417945',1984,5,8.19,3.76 
'417945',1984,6,9.59,1.4 
'417945',1984,7,9.59,0 
'417945',1984,8,12.63,3.04 
'417945',1984,9,13.69,1.06 
'417945',1984,10,19.63,5.94 
'417945',1984,11,22.54,2.91 
'417945',1984,12,25.95,3.41 
'417945',1985,1,2.69,2.69 
'417945',1985,2,4.6,1.91 
'417945',1985,3,7.45,2.85 
'417945',1985,4,10.72,3.27 
'417945',1985,5,13.19,2.47 
'417945',1985,6,21.39,8.2 
'417945',1985,7,27.19,5.8 
'417945',1985,8,27.64,0.45 
'417945',1985,9,32.44,4.8 
'417945',1985,10,36.35,3.91 
'417945',1985,11,41.35,5 
'417945',1985,12,41.44,0.09 
'417945',1986,1,0.76,0.76 
'417945',1986,2,3.28,2.52 
'417945',1986,3,3.63,0.35 
'417945',1986,4,4.23,0.6 
'417945',1986,5,10.53,6.3 
'417945',1986,6,22.48,11.95 
'417945',1986,7,22.53,0.05 
'417945',1986,8,24.39,1.86 
'417945',1986,9,27.22,2.83 
'417945',1986,10,33.79,6.57 
'417945',1986,11,35.62,1.83 
'417945',1986,12,42.73,7.11 
'417945',1987,1,1.13,1.13 
'417945',1987,2,5.91,4.78 
'417945',1987,3,7.01,1.1 
'417945',1987,4,8.49,1.48 
'417945',1987,5,21.34,12.85 
'417945',1987,6,29.03,7.69 
'417945',1987,7,30.24,1.21 
'417945',1987,8,30.57,0.33 
'417945',1987,9,32.81,2.24 
'417945',1987,10,33.25,0.44 
'417945',1987,11,35.78,2.53 
'417945',1987,12,37.97,2.19 
'417945',1988,1,0.39,0.39 
'417945',1988,2,1.31,0.92 
'417945',1988,3,2.18,0.87 
'417945',1988,4,3.41,1.23 
'417945',1988,5,3.82,0.41 
'417945',1988,6,9.32,5.5 
'417945',1988,7,14.91,5.59 
'417945',1988,8,16.89,1.98 
'417945',1988,9,17.72,0.83 
'417945',1988,10,18.35,0.63 
'417945',1988,11,18.37,0.02 
'417945',1988,12,19.04,0.67 
'417945',1989,1,2.96,2.96 
'417945',1989,2,3.25,0.29 
'417945',1989,3,4.49,1.24 
'417945',1989,4,7.04,2.55 
'417945',1989,5,7.38,0.34 
'417945',1989,6,11.35,3.97 
'417945',1989,7,12.04,0.69 
'417945',1989,8,12.52,0.48 
'417945',1989,9,14.06,1.54 
'417945',1989,10,19.87,5.81 
'417945',1989,11,21.8,1.93 
'417945',1989,12,22.16,0.36 
'417945',1990,1,1.17,1.17 
'417945',1990,2,3.86,2.69 
'417945',1990,3,9.03,5.17 
'417945',1990,4,13.55,4.52 
'417945',1990,5,16.83,3.28 
'417945',1990,6,18.01,1.18 
'417945',1990,7,26.3,8.29 
'417945',1990,8,27.6,1.3 
'417945',1990,9,31.3,3.7 
'417945',1990,10,35.01,3.71 
'417945',1990,11,38.12,3.11 
'417945',1990,12,38.32,0.2 
'417945',1991,1,5.08,5.08 
'417945',1991,2,7.42,2.34 
'417945',1991,3,8.48,1.06 
'417945',1991,4,13.39,4.91 
'417945',1991,5,18.69,5.3 
'417945',1991,6,20.97,2.28 
'417945',1991,7,23.2,2.23 
'417945',1991,8,26.04,2.84 
'417945',1991,9,27.46,1.42 
'417945',1991,10,28.33,0.87 
'417945',1991,11,28.81,0.48 
'417945',1991,12,42.77,13.96 
'417945',1992,1,5.64,5.64 
'417945',1992,2,12.01,6.37 
'417945',1992,3,18.13,6.12 
'417945',1992,4,21.16,3.03 
'417945',1992,5,29.31,8.15 
'417945',1992,6,34.97,5.66 
'417945',1992,7,36.25,1.28 
'417945',1992,8,38.81,2.56 
'417945',1992,9,39.93,1.12 
'417945',1992,10,40.85,0.92 
'417945',1992,11,44.32,3.47 
'417945',1992,12,46.48,2.16 
'417945',1993,1,1.31,1.31 
'417945',1993,2,5.03,3.72 
'417945',1993,3,6.59,1.56 
'417945',1993,4,8.4,1.81 
'417945',1993,5,20.87,12.47 
'417945',1993,6,27.31,6.44 
'417945',1993,7,27.31,0 
'417945',1993,8,27.32,0.01 
'417945',1993,9,27.84,0.52 
'417945',1993,10,30.91,3.07 
'417945',1993,11,31.57,0.66 
'417945',1993,12,32.01,0.44 
'417945',1994,1,1.55,1.55 
'417945',1994,2,2.2,0.65 
'417945',1994,3,7.26,5.06 
'417945',1994,4,9.47,2.21 
'417945',1994,5,16.49,7.02 
'417945',1994,6,18.15,1.66 
'417945',1994,7,18.65,0.5 
'417945',1994,8,21.19,2.54 
'417945',1994,9,26.71,5.52 
'417945',1994,10,36.47,9.76 
'417945',1994,11,37.19,0.72 
'417945',1994,12,40.48,3.29 
'417945',1995,1,0.28,0.28 
'417945',1995,2,1.47,1.19 
'417945',1995,3,3.05,1.58 
'417945',1995,4,4.12,1.07 
'417945',1995,5,9.49,5.37 
'417945',1995,6,14.3,4.81 
'417945',1995,7,15,0.7 
'417945',1995,8,17.04,2.04 
'417945',1995,9,21.53,4.49 
'417945',1995,10,21.76,0.23 
'417945',1995,11,22.58,0.82 
'417945',1995,12,23.23,0.65 
'417945',1996,1,0,0 
'417945',1996,2,0.69,0.69 
'417945',1996,3,0.99,0.3 
'417945',1996,4,1.88,0.89 
'417945',1996,5,3.14,1.26 
'417945',1996,6,5.26,2.12 
'417945',1996,7,6.57,1.31 
'417945',1996,8,9.43,2.86 
'417945',1996,9,13.09,3.66 
'417945',1996,10,13.45,0.36 
'417945',1996,11,16.24,2.79 
'417945',1996,12,17.8,1.56 
'417945',1997,1,0.44,0.44 
'417945',1997,2,2.88,2.44 
'417945',1997,3,5.12,2.24 
'417945',1997,4,10.84,5.72 
'417945',1997,5,14.75,3.91 
'417945',1997,6,22.06,7.31 
'417945',1997,7,22.06,0 
'417945',1997,8,22.68,0.62 
'417945',1997,9,24.54,1.86 
'417945',1997,10,28.62,4.08 
'417945',1997,11,30.38,1.76 
'417945',1997,12,33.93,3.55 
'417945',1998,1,3.22,3.22 
'417945',1998,2,6.59,3.37 
'417945',1998,3,9.44,2.85 
'417945',1998,4,9.49,0.05 
'417945',1998,5,9.83,0.34 
'417945',1998,6,10.64,0.81 
'417945',1998,7,10.85,0.21 
'417945',1998,8,18.63,7.78 
'417945',1998,9,20.2,1.57 
'417945',1998,10,38.27,18.07 
'417945',1998,11,41.68,3.41 
'417945',1998,12,42.08,0.4 
'417945',1999,1,0.05,0.05 
'417945',1999,2,0.06,0.01 
'417945',1999,3,3.55,3.49 
'417945',1999,4,4.46,0.91 
'417945',1999,5,7.25,2.79 
'417945',1999,6,10.62,3.37 
'417945',1999,7,12.42,1.8 
'417945',1999,8,14.53,2.11 
'417945',1999,9,14.58,0.05 
'417945',1999,10,15.87,1.29 
'417945',1999,11,15.92,0.05 
'417945',1999,12,16.44,0.52 
'417945',2000,1,1.4,1.4 
'417945',2000,2,3.6,2.2 
'417945',2000,3,4.52,0.92 
'417945',2000,4,5.74,1.22 
'417945',2000,5,9.33,3.59 
'417945',2000,6,16.94,7.61 
'417945',2000,7,17.28,0.34 
'417945',2000,8,17.44,0.16 
'417945',2000,9,20.09,2.65 
'417945',2000,10,25.72,5.63 
'417945',2000,11,34.31,8.59 
'417945',2000,12,35.88,1.57 
'417945',2001,1,2.85,2.85 
'417945',2001,2,3.55,0.7 
'417945',2001,3,6.32,2.77 
'417945',2001,4,8.61,2.29 
'417945',2001,5,11.09,2.48 
'417945',2001,6,14.48,3.39 
'417945',2001,7,14.98,0.5 
'417945',2001,8,22.81,7.83 
'417945',2001,9,26.86,4.05 
'417945',2001,10,28.92,2.06 
'417945',2001,11,33.3,4.38 
'417945',2001,12,36.74,3.44 
'417945',2002,1,0.37,0.37 
'417945',2002,2,0.79,0.42 
'417945',2002,3,1.98,1.19 
'417945',2002,4,5.8,3.82 
'417945',2002,5,8.06,2.26 
'417945',2002,6,9.54,1.48 
'417945',2002,7,26.46,16.92 
'417945',2002,8,27,0.54 
'417945',2002,9,34.02,7.02 
'417945',2002,10,41.66,7.64 
'417945',2002,11,43.74,2.08 
'417945',2002,12,46.28,2.54 
'417945',2003,1,0.99,0.99 
'417945',2003,2,3.14,2.15 
'417945',2003,3,3.92,0.78 
'417945',2003,4,4.09,0.17 
'417945',2003,5,4.21,0.12 
'417945',2003,6,7.11,2.9 
'417945',2003,7,15.23,8.12 
'417945',2003,8,16.88,1.65 
'417945',2003,9,26.09,9.21 
'417945',2003,10,28.03,1.94 
'417945',2003,11,28.36,0.33 
'417945',2003,12,28.47,0.11 
'417945',2004,1,2.31,2.31 
'417945',2004,2,4.05,1.74 
'417945',2004,3,6.4,2.35 
'417945',2004,4,11.42,5.02 
'417945',2004,5,13.22,1.8 
'417945',2004,6,22.69,9.47 
'417945',2004,7,23.3,0.61 
'417945',2004,8,24.4,1.1 
'417945',2004,9,26.32,1.92 
'417945',2004,10,35.8,9.48 
'417945',2004,11,45.26,9.46 
'417945',2004,12,45.34,0.08 
'417945',2005,1,2.18,2.18 
'417945',2005,2,4.6,2.42 
'417945',2005,3,6.6,2 
'417945',2005,4,6.61,0.01 
'417945',2005,5,9.58,2.97 
'417945',2005,6,10.39,0.81 
'417945',2005,7,12.49,2.1 
'417945',2005,8,13.71,1.22 
'417945',2005,9,15.1,1.39 
'417945',2005,10,16.24,1.14 
'417945',2005,11,16.44,0.2 
'417945',2005,12,16.54,0.1 
'417945',2006,1,0.35,0.35 
'417945',2006,2,0.97,0.62 
'417945',2006,3,2.33,1.36 
'417945',2006,4,3.73,1.4 
'417945',2006,5,7.53,3.8 
'417945',2006,6,9.16,1.63 
'417945',2006,7,10.57,1.41 
'417945',2006,8,10.6,0.03 
'417945',2006,9,14.71,4.11 
'417945',2006,10,18.15,3.44 
'417945',2006,11,18.9,0.75 
'417945',2006,12,21.34,2.44 
'417945',2007,1,4.33,4.33 
'417945',2007,2,4.42,0.09 
'417945',2007,3,11.66,7.24 
'417945',2007,4,16.27,4.61 
'417945',2007,5,19.62,3.35 
'417945',2007,6,26.09,6.47 
'417945',2007,7,37.85,11.76 
'417945',2007,8,44.61,6.76 
'417945',2007,9,45.7,1.09 
'417945',2007,10,46.46,0.76 
'417945',2007,11,46.86,0.4 
'417945',2007,12,47.26,0.4 
'417945',2008,1,0.42,0.42 
'417945',2008,2,0.62,0.2 
'417945',2008,3,2.45,1.83 
'417945',2008,4,3.28,0.83 
'417945',2008,5,3.94,0.66 
'417945',2008,6,3.95,0.01 
'417945',2008,7,7.81,3.86 
'417945',2008,8,12.79,4.98 
'417945',2008,9,13.25,0.46 
'417945',2008,10,13.51,0.26 
'417945',2008,11,13.52,0.01 
'417945',2008,12,13.77,0.25 
'417945',2009,1,0.28,0.28 
'417945',2009,2,0.93,0.65 
'417945',2009,3,3.44,2.51 
'417945',2009,4,5.49,2.05 
'417945',2009,5,7.06,1.57 
'417945',2009,6,7.51,0.45 
'417945',2009,7,7.99,0.48 
'417945',2009,8,8.44,0.45 
'417945',2009,9,14.79,6.35 
'417945',2009,10,26.69,11.9 
'417945',2009,11,28.78,2.09 
'417945',2009,12,30.71,1.93 
'417945',2010,1,4.45,4.45 
'417945',2010,2,8.84,4.39 
'417945',2010,3,10.93,2.09 
'417945',2010,4,14.51,3.58 
'417945',2010,5,18.99,4.48 
'417945',2010,6,23.23,4.24 
'417945',2010,7,26.9,3.67 
'417945',2010,8,26.97,0.07 
'417945',2010,9,36.34,9.37 
'417945',2010,10,36.51,0.17 
'417945',2010,11,36.77,0.26 
'417945',2010,12,37.4,0.63 
'417945',2011,1,2.66,2.66 
'417945',2011,2,3.16,0.5 
'417945',2011,3,3.17,0.01 
'417945',2011,4,3.2,0.03 
'417945',2011,5,4.04,0.84 
'417945',2011,6,5.62,1.58 
'417945',2011,7,6.58,0.96 
'417945',2011,8,6.73,0.15 
'417945',2011,9,9.66,2.93 
'417945',2011,10,12.94,3.28 
'417945',2011,11,14.75,1.81 
'417945',2011,12,17.59,2.84 
'417945',2012,1,3.99,3.99 
'417945',2012,2,9.63,5.64 
'417945',2012,3,12.87,3.24 
'417945',2012,4,12.91,0.04 
'417945',2012,5,22.75,9.84 
'417945',2012,6,22.86,0.11 
'417945',2012,7,26.66,3.8 
'417945',2012,8,29.07,2.41 
'417945',2012,9,36.38,7.31 
'417945',2012,10,38.78,2.4 
'417945',2012,11,39.05,0.27 
'417945',2012,12,39.42,0.37 
'417945',2013,1,2.83,2.83 
'417945',2013,2,2.94,0.11 
'417945',2013,3,3.89,0.95 
'417945',2013,4,6.66,2.77 
'417945',2013,5,19.85,13.19 
'417945',2013,6,21.87,2.02 
'417945',2013,7,22.6,0.73 
'417945',2013,8,23.45,0.85 
'417945',2013,9,27.15,3.7 
'417945',2013,10,29.96,2.81 
'417945',2013,11,31.46,1.5 
'417945',2013,12,32.02,0.56 
'417945',2014,1,0.23,0.23 
'417945',2014,2,0.65,0.42 
'417945',2014,3,1.71,1.06 
'417945',2014,4,2.39,0.68 
'417945',2014,5,7.36,4.97 
'417945',2014,6,12.74,5.38 
'417945',2014,7,15.99,3.25 
'417945',2014,8,16.07,0.08 
'417945',2014,9,17.84,1.77 
'417945',2014,10,19.75,1.91 
'417945',2014,11,26.96,7.21 
'417945',2014,12,28.2,1.24 
